HT_AT_DATE,DATE,HT,AT,HT_RD,AT_RD,HT_ELO,AT_ELO,HT_HPG,AT_HPG,HT_PREV_SC,AT_PREV_SC,HT_WL_RATIO,AT_WL_RATIO,HT_AVG_SC,AT_AVG_SC,HT_SC,AT_SC
BAL_SEA_2021-04-13,2021-04-13,18,1,-8.0,-16.0,1476.2715759804,1487.97322521865,8.0,7.555555555555555,7.0,6.0,1.0,0.8,4.7,4.777777777777778,3.0,4.0
SF_CIN_2021-04-13,2021-04-13,27,21,9.0,20.0,1503.88818777905,1508.4759198517,7.2,10.0,4.0,3.0,4.0,2.0,4.8,7.333333333333333,0.0,3.0
SF_CIN_2021-04-14,2021-04-14,27,21,6.0,23.0,1505.22612113018,1507.13798650057,6.333333333333333,9.5,0.0,3.0,2.0,2.3333333333333335,4.0,6.9,3.0,0.0
MIN_BOS_2021-04-14,2021-04-14,17,23,19.0,17.0,1525.0969834429,1511.98234197614,9.0,10.0,2.0,4.0,1.0,2.3333333333333335,5.7,6.2,2.0,3.0
TOR_NYY_2021-04-14,2021-04-14,9,30,9.0,3.0,1501.28951587017,1537.65932825601,7.636363636363637,7.818181818181818,7.0,3.0,0.8333333333333334,0.8333333333333334,4.454545454545454,4.0,5.0,4.0
TB_TEX_2021-04-14,2021-04-14,8,11,-16.0,-11.0,1531.95228630351,1470.75563497194,7.375,7.363636363636363,3.0,8.0,0.6,0.5714285714285714,3.875,4.0,1.0,5.0
PIT_SD_2021-04-14,2021-04-14,20,10,-15.0,16.0,1464.12599349869,1520.26410559499,7.909090909090909,8.666666666666666,8.0,4.0,0.5714285714285714,3.5,4.0,4.666666666666667,5.0,1.0
NYM_PHI_2021-04-14,2021-04-14,14,19,-5.0,2.0,1505.14713833187,1501.19378310088,7.0,7.7,4.0,3.0,1.0,1.5,3.3333333333333335,4.1,5.0,1.0
ATL_MIA_2021-04-14,2021-04-14,26,7,-5.0,-2.0,1529.66502093614,1485.12893166471,6.909090909090909,7.571428571428571,8.0,14.0,0.5714285714285714,0.75,4.2727272727272725,3.857142857142857,5.0,6.0
HOU_DET_2021-04-14,2021-04-14,13,22,19.0,-21.0,1536.26375337447,1451.68498438784,9.7,6.8,2.0,6.0,1.5,0.6666666666666666,5.8,3.5,4.0,6.0
MIL_CHC_2021-04-14,2021-04-14,2,25,7.0,-13.0,1507.57935686115,1501.92176973736,6.636363636363637,5.0,2.0,3.0,1.2,0.8333333333333334,4.181818181818182,2.909090909090909,7.0,0.0
LAD_COL_2021-04-14,2021-04-14,29,6,23.0,-2.0,1586.86790839083,1474.38436053255,9.8,8.0,9.0,0.0,4.0,0.42857142857142855,5.7,4.8,7.0,0.0
SF_CIN_2021-04-14,2021-04-14,27,21,9.0,20.0,1505.22612113018,1507.13798650057,6.285714285714286,9.0,3.0,0.0,2.5,1.75,3.857142857142857,6.2727272727272725,7.0,6.0
CWS_CLE_2021-04-14,2021-04-14,16,15,9.0,14.0,1507.44715073409,1517.07375568648,7.75,6.888888888888889,4.0,3.0,3.0,1.25,6.0,4.444444444444445,0.0,2.0
HOU_DET_2021-04-14,2021-04-14,13,22,17.0,-19.0,1536.26375337447,1451.68498438784,9.545454545454545,6.909090909090909,4.0,6.0,1.2,0.8333333333333334,5.636363636363637,3.727272727272727,2.0,8.0
NYM_PHI_2021-04-14,2021-04-14,14,19,-1.0,-2.0,1505.14713833187,1501.19378310088,7.714285714285714,7.363636363636363,5.0,1.0,1.3333333333333333,1.2,3.5714285714285716,3.8181818181818183,4.0,0.0
MIN_BOS_2021-04-14,2021-04-14,17,23,18.0,18.0,1525.0969834429,1511.98234197614,8.636363636363637,10.090909090909092,2.0,3.0,0.8333333333333334,2.6666666666666665,5.363636363636363,5.909090909090909,1.0,7.0
STL_WSH_2021-04-14,2021-04-14,28,3,3.0,-18.0,1513.58502160449,1512.60632416206,7.818181818181818,8.625,14.0,3.0,1.2,0.3333333333333333,5.454545454545454,3.125,0.0,6.0
LAD_COL_2021-04-15,2021-04-15,29,6,30.0,-9.0,1587.88191172904,1473.37035719434,9.818181818181818,7.454545454545454,7.0,0.0,4.5,0.375,5.818181818181818,4.363636363636363,4.0,2.0
CWS_CLE_2021-04-15,2021-04-15,16,15,7.0,16.0,1511.13842504923,1513.38248137134,6.8,6.7,0.0,2.0,1.5,1.5,4.8,4.2,2.0,4.0
MIN_BOS_2021-04-15,2021-04-15,17,23,12.0,24.0,1521.45289441391,1515.62643100513,8.333333333333334,9.916666666666666,1.0,7.0,0.7142857142857143,3.0,5.0,6.0,4.0,3.0
BAL_SEA_2021-04-15,2021-04-15,18,1,-9.0,-15.0,1475.68628502132,1488.55851617773,7.7272727272727275,7.5,3.0,4.0,0.8333333333333334,1.0,4.545454545454546,4.7,2.0,4.0
PIT_SD_2021-04-15,2021-04-15,20,10,-11.0,12.0,1467.07495277785,1517.31514631583,8.0,8.4,5.0,1.0,0.7142857142857143,2.3333333333333335,4.083333333333333,4.3,3.0,8.0
BAL_SEA_2021-04-15,2021-04-15,18,1,-11.0,-13.0,1475.68628502132,1488.55851617773,7.416666666666667,7.2727272727272725,2.0,4.0,0.7142857142857143,1.2,4.333333333333333,4.636363636363637,1.0,2.0
CWS_CLE_2021-04-15,2021-04-15,16,15,5.0,18.0,1511.13842504923,1513.38248137134,7.0,6.818181818181818,2.0,4.0,1.0,1.75,4.333333333333333,4.181818181818182,8.0,0.0
WSH_ARI_2021-04-15,2021-04-15,3,4,-12.0,-13.0,1516.20104895629,1491.75487617925,8.666666666666666,8.083333333333334,6.0,5.0,0.5,0.5,3.4444444444444446,4.583333333333333,6.0,11.0
ATL_MIA_2021-04-15,2021-04-15,26,7,-6.0,-1.0,1527.95035044593,1486.84360215492,7.0,7.75,5.0,6.0,0.5,1.0,4.333333333333333,4.125,7.0,6.0
TB_TEX_2021-04-15,2021-04-15,8,11,-20.0,-7.0,1528.5007913816,1474.20712989385,7.444444444444445,7.5,1.0,5.0,0.5,0.7142857142857143,3.5555555555555554,4.083333333333333,4.0,6.0
WSH_ARI_2021-04-16,2021-04-16,3,4,-17.0,-8.0,1512.69719671191,1495.25872842363,8.9,8.076923076923077,6.0,11.0,0.42857142857142855,0.625,3.7,5.076923076923077,1.0,0.0
PHI_STL_2021-04-16,2021-04-16,19,28,-6.0,-3.0,1498.83818438642,1509.99029681026,7.25,7.5,0.0,0.0,1.0,1.0,3.5,5.0,9.0,2.0
CIN_CLE_2021-04-16,2021-04-16,21,15,19.0,10.0,1505.04213207779,1515.31085728408,8.833333333333334,6.25,6.0,0.0,1.4,1.4,6.25,3.8333333333333335,10.0,3.0
NYY_TB_2021-04-16,2021-04-16,30,8,2.0,-22.0,1536.23385249523,1526.10806247712,7.583333333333333,7.4,4.0,4.0,0.7142857142857143,0.42857142857142855,4.0,3.6,2.0,8.0
CHC_ATL_2021-04-16,2021-04-16,25,26,-20.0,-5.0,1498.66482076286,1529.00312094483,4.916666666666667,7.076923076923077,0.0,7.0,0.7142857142857143,0.625,2.6666666666666665,4.538461538461538,2.0,5.0
OAK_DET_2021-04-16,2021-04-16,24,22,-26.0,-13.0,1520.15578724773,1452.4642859181,7.0,7.25,9.0,8.0,0.7142857142857143,1.0,4.0,4.083333333333333,8.0,4.0
KC_TOR_2021-04-17,2021-04-17,12,9,8.0,10.0,1477.86752647537,1503.53588379009,9.4,8.0,2.0,5.0,1.5,1.0,6.6,4.5,1.0,5.0
TEX_BAL_2021-04-17,2021-04-17,11,18,-5.0,-12.0,1474.29199263202,1476.57478828113,7.769230769230769,7.076923076923077,6.0,1.0,0.8571428571428571,0.625,4.230769230769231,4.076923076923077,1.0,6.0
CIN_CLE_2021-04-17,2021-04-17,21,15,26.0,3.0,1508.47305425556,1511.87993510631,9.0,6.538461538461538,10.0,3.0,1.6,1.1666666666666667,6.538461538461538,3.769230769230769,3.0,2.0
OAK_DET_2021-04-17,2021-04-17,24,22,-22.0,-17.0,1521.66426709085,1450.95580607498,7.076923076923077,7.384615384615385,8.0,4.0,0.8571428571428571,0.8571428571428571,4.3076923076923075,4.076923076923077,7.0,0.0
BOS_CWS_2021-04-17,2021-04-17,23,16,23.0,13.0,1514.40861710115,1509.21004913649,9.461538461538462,7.714285714285714,3.0,8.0,2.25,1.3333333333333333,5.769230769230769,4.857142857142857,7.0,4.0
PHI_STL_2021-04-17,2021-04-17,19,28,1.0,-10.0,1502.28914405404,1506.53933714264,7.384615384615385,7.384615384615385,9.0,2.0,1.1666666666666667,0.8571428571428571,3.923076923076923,4.769230769230769,4.0,9.0
CHC_ATL_2021-04-17,2021-04-17,25,26,-23.0,-2.0,1496.4713621522,1531.19657955549,5.0,7.214285714285714,2.0,5.0,0.625,0.75,2.6153846153846154,4.571428571428571,13.0,4.0
MIL_PIT_2021-04-17,2021-04-17,2,20,14.0,-16.0,1507.07813339574,1468.12365542427,6.75,8.0,7.0,3.0,1.4,0.625,4.416666666666667,4.0,7.0,1.0
NYY_TB_2021-04-17,2021-04-17,30,8,-4.0,-16.0,1532.57907987216,1529.76283510019,7.230769230769231,7.7272727272727275,2.0,8.0,0.625,0.5714285714285714,3.8461538461538463,4.0,3.0,6.0
COL_NYM_2021-04-17,2021-04-17,6,14,-11.0,3.0,1471.05876874123,1508.81250843166,7.583333333333333,7.875,2.0,4.0,0.3333333333333333,1.6666666666666667,4.166666666666667,3.625,3.0,4.0
SD_LAD_2021-04-17,2021-04-17,10,29,17.0,32.0,1517.48170972008,1591.42663518606,8.545454545454545,9.75,8.0,4.0,2.6666666666666665,5.0,4.636363636363637,5.666666666666667,6.0,11.0
TEX_BAL_2021-04-17,2021-04-17,11,18,-10.0,-7.0,1474.29199263202,1476.57478828113,7.714285714285714,7.5,1.0,6.0,0.75,0.75,4.0,4.214285714285714,2.0,5.0
MIL_PIT_2021-04-17,2021-04-17,2,20,20.0,-22.0,1507.07813339574,1468.12365542427,7.076923076923077,7.928571428571429,7.0,1.0,1.6,0.5555555555555556,4.615384615384615,3.7857142857142856,1.0,6.0
KC_TOR_2021-04-17,2021-04-17,12,9,4.0,14.0,1477.86752647537,1503.53588379009,8.166666666666666,8.0,1.0,5.0,1.0,1.1666666666666667,5.666666666666667,4.538461538461538,3.0,2.0
WSH_ARI_2021-04-17,2021-04-17,3,4,-16.0,-9.0,1513.90272540565,1494.05319972989,8.545454545454545,7.714285714285714,1.0,0.0,0.5714285714285714,0.5555555555555556,3.4545454545454546,4.714285714285714,6.0,2.0
OAK_DET_2021-04-17,2021-04-17,24,22,-15.0,-24.0,1521.66426709085,1450.95580607498,7.142857142857143,7.214285714285714,7.0,0.0,1.0,0.75,4.5,3.7857142857142856,3.0,0.0
SEA_HOU_2021-04-17,2021-04-17,1,13,-12.0,11.0,1491.50545195311,1532.16476716611,7.25,9.416666666666666,2.0,2.0,1.4,1.0,4.416666666666667,5.333333333333333,6.0,5.0
CIN_CLE_2021-04-18,2021-04-18,21,15,27.0,2.0,1509.74828973926,1510.60469962261,9.071428571428571,6.642857142857143,3.0,2.0,1.8,1.0,6.285714285714286,3.642857142857143,3.0,6.0
SEA_HOU_2021-04-18,2021-04-18,1,13,-11.0,10.0,1490.16500587893,1533.50521324029,7.461538461538462,9.23076923076923,6.0,5.0,1.6,0.8571428571428571,4.538461538461538,5.3076923076923075,7.0,2.0
OAK_DET_2021-04-18,2021-04-18,24,22,-12.0,-27.0,1524.06471566362,1448.55535750221,7.2,7.0,3.0,0.0,1.1428571428571428,0.6666666666666666,4.4,3.533333333333333,3.0,2.0
COL_NYM_2021-04-18,2021-04-18,6,14,-12.0,4.0,1473.99093028324,1505.88034688965,7.230769230769231,8.222222222222221,3.0,4.0,0.3,2.0,4.076923076923077,3.6666666666666665,1.0,2.0
TEX_BAL_2021-04-18,2021-04-18,11,18,-13.0,-4.0,1471.22082502442,1479.64595588873,7.466666666666667,7.466666666666667,2.0,5.0,0.6666666666666666,0.875,3.8666666666666667,4.266666666666667,1.0,0.0
KC_TOR_2021-04-18,2021-04-18,12,9,5.0,13.0,1479.2403277906,1502.16308247486,8.285714285714286,7.785714285714286,3.0,2.0,1.3333333333333333,1.0,5.285714285714286,4.357142857142857,2.0,0.0
MIL_PIT_2021-04-18,2021-04-18,2,20,15.0,-17.0,1509.65325051063,1465.54853830938,6.928571428571429,7.933333333333334,1.0,6.0,1.3333333333333333,0.6666666666666666,4.357142857142857,3.933333333333333,5.0,6.0
CHC_ATL_2021-04-18,2021-04-18,25,26,-14.0,-11.0,1500.86636328422,1526.80157842347,5.642857142857143,7.2,13.0,4.0,0.75,0.6666666666666666,3.357142857142857,4.533333333333333,4.0,13.0
SD_LAD_2021-04-18,2021-04-18,10,29,12.0,37.0,1515.9061636406,1593.00218126554,8.833333333333334,9.923076923076923,6.0,11.0,2.0,5.5,4.75,6.076923076923077,5.0,2.0
BOS_CWS_2021-04-18,2021-04-18,23,16,26.0,10.0,1514.80263347464,1508.816032763,9.714285714285714,7.875,7.0,4.0,2.5,1.0,5.857142857142857,4.75,2.0,3.0
NYY_TB_2021-04-18,2021-04-18,30,8,-7.0,-13.0,1530.18118109699,1532.16073387536,7.071428571428571,7.583333333333333,3.0,6.0,0.5555555555555556,0.7142857142857143,3.7857142857142856,4.166666666666667,2.0,4.0
PHI_STL_2021-04-18,2021-04-18,19,28,-4.0,-5.0,1499.11460999408,1509.7138712026,7.5,7.642857142857143,4.0,9.0,1.0,1.0,3.9285714285714284,5.071428571428571,2.0,0.0
WSH_ARI_2021-04-18,2021-04-18,3,4,-12.0,-13.0,1516.11868845843,1491.83723667711,9.083333333333334,7.6,6.0,2.0,0.7142857142857143,0.5,3.6666666666666665,4.533333333333333,2.0,5.0
SEA_HOU_2021-04-18,2021-04-18,1,13,-6.0,5.0,1490.16500587893,1533.50521324029,7.357142857142857,8.642857142857142,7.0,2.0,1.8,0.75,4.714285714285714,5.071428571428571,0.0,1.0
SD_LAD_2021-04-18,2021-04-18,10,29,15.0,34.0,1515.9061636406,1593.00218126554,8.692307692307692,9.428571428571429,5.0,2.0,2.25,3.6666666666666665,4.769230769230769,5.785714285714286,0.0,2.0
COL_NYM_2021-04-18,2021-04-18,6,14,-13.0,5.0,1473.99093028324,1505.88034688965,7.0,8.1,1.0,2.0,0.2727272727272727,2.3333333333333335,3.857142857142857,3.5,7.0,2.0
BOS_CWS_2021-04-18,2021-04-18,23,16,25.0,11.0,1514.80263347464,1508.816032763,9.6,7.777777777777778,2.0,3.0,2.0,1.25,5.6,4.555555555555555,1.0,5.0
BOS_CWS_2021-04-19,2021-04-19,23,16,21.0,15.0,1512.00262809497,1511.61603814267,9.25,8.0,1.0,5.0,1.6666666666666667,1.5,5.3125,4.6,11.0,4.0
WSH_STL_2021-04-19,2021-04-19,3,28,-15.0,-7.0,1513.46526363162,1507.96670179911,8.846153846153847,7.266666666666667,2.0,0.0,0.625,0.875,3.5384615384615383,4.733333333333333,5.0,12.0
PHI_SF_2021-04-19,2021-04-19,19,27,-2.0,10.0,1500.86177939757,1505.14889334225,7.4,6.875,2.0,7.0,1.1428571428571428,3.0,3.8,4.25,0.0,2.0
WSH_STL_2021-04-20,2021-04-20,3,28,-22.0,0.0,1509.44235102927,1511.98961440146,8.714285714285714,7.5625,5.0,12.0,0.5555555555555556,1.0,3.642857142857143,5.1875,3.0,2.0
PHI_SF_2021-04-20,2021-04-20,19,27,-4.0,12.0,1498.89530736499,1507.11536537483,7.375,6.888888888888889,0.0,2.0,1.0,3.5,3.5625,4.0,7.0,10.0
CHC_NYM_2021-04-20,2021-04-20,25,14,-23.0,0.0,1496.66460610521,1507.2060930978,5.933333333333334,7.545454545454546,4.0,2.0,0.6666666666666666,1.75,3.4,3.3636363636363638,3.0,1.0
NYY_ATL_2021-04-20,2021-04-20,30,26,-9.0,-2.0,1528.26054007508,1531.00333560248,6.8,7.625,2.0,13.0,0.5,0.7777777777777778,3.6666666666666665,5.0625,3.0,1.0
BOS_TOR_2021-04-20,2021-04-20,23,9,28.0,11.0,1515.23577461581,1500.42923625375,9.705882352941176,7.4,11.0,0.0,1.8333333333333333,0.875,5.647058823529412,4.066666666666666,4.0,2.0
CLE_CWS_2021-04-20,2021-04-20,15,16,5.0,8.0,1513.01796615675,1508.38289162183,6.733333333333333,8.090909090909092,6.0,4.0,1.1428571428571428,1.2,3.8,4.545454545454546,5.0,8.0
MIA_BAL_2021-04-20,2021-04-20,7,18,-2.0,-5.0,1487.96391386673,1478.35804445919,7.888888888888889,7.3125,6.0,0.0,0.8,0.7777777777777778,4.333333333333333,4.0,5.0,7.0
SEA_LAD_2021-04-20,2021-04-20,1,29,-7.0,36.0,1495.1650457855,1588.43880822709,7.133333333333334,9.0,0.0,2.0,1.5,4.0,4.4,5.533333333333333,4.0,3.0
SD_MIL_2021-04-20,2021-04-20,10,2,13.0,14.0,1516.50486973782,1510.02847847886,8.285714285714286,6.933333333333334,0.0,5.0,1.8,1.1428571428571428,4.428571428571429,4.4,1.0,3.0
OAK_MIN_2021-04-20,2021-04-20,24,17,-11.0,13.0,1528.19379016856,1515.71651047815,7.0625,8.384615384615385,3.0,4.0,1.2857142857142858,0.8571428571428571,4.3125,4.923076923076923,7.0,0.0
LAA_TEX_2021-04-20,2021-04-20,5,11,-7.0,-12.0,1492.47318990201,1474.65921144338,8.6,7.3125,1.0,1.0,1.5,0.7777777777777778,4.8,3.6875,4.0,6.0
SEA_LAD_2021-04-20,2021-04-20,1,29,-6.0,35.0,1495.1650457855,1588.43880822709,6.9375,8.75,4.0,3.0,1.6666666666666667,3.0,4.375,5.375,0.0,1.0
CHC_NYM_2021-04-21,2021-04-21,25,14,-21.0,-2.0,1498.41807687807,1505.45262232494,5.8125,7.416666666666667,3.0,1.0,0.7777777777777778,1.4,3.375,3.1666666666666665,16.0,4.0
OAK_MIN_2021-04-21,2021-04-21,24,17,-4.0,6.0,1529.40367505329,1514.50662559342,6.9411764705882355,8.214285714285714,7.0,0.0,1.4285714285714286,0.75,4.470588235294118,4.571428571428571,13.0,12.0
BOS_TOR_2021-04-21,2021-04-21,23,9,30.0,9.0,1516.72949176501,1498.93551910455,9.666666666666666,7.1875,4.0,2.0,2.0,0.7777777777777778,5.555555555555555,3.9375,3.0,6.0
CIN_ARI_2021-04-21,2021-04-21,21,4,24.0,-10.0,1505.77434625934,1496.0513384497,8.933333333333334,7.8125,3.0,5.0,1.5,0.6,6.066666666666666,4.5625,5.0,8.0
DET_PIT_2021-04-21,2021-04-21,22,20,-28.0,-16.0,1446.26854315767,1468.72118311669,6.9375,7.9375,2.0,6.0,0.6,0.7777777777777778,3.4375,4.0625,5.0,2.0
NYY_ATL_2021-04-21,2021-04-21,30,26,-7.0,-4.0,1529.90341605843,1529.36045961913,6.6875,7.529411764705882,3.0,1.0,0.6,0.7,3.625,4.823529411764706,1.0,4.0
SD_MIL_2021-04-21,2021-04-21,10,2,11.0,16.0,1512.77050252366,1513.76284569302,7.866666666666666,6.8125,1.0,3.0,1.5,1.2857142857142858,4.2,4.3125,2.0,4.0
LAA_TEX_2021-04-21,2021-04-21,5,11,-9.0,-10.0,1494.69706631482,1472.43533503057,8.666666666666666,7.352941176470588,4.0,6.0,1.0,0.8888888888888888,4.666666666666667,3.823529411764706,4.0,7.0
WSH_STL_2021-04-21,2021-04-21,3,28,-21.0,-1.0,1510.74979754992,1510.68216788081,8.533333333333333,7.470588235294118,3.0,2.0,0.6666666666666666,0.8888888888888888,3.6,5.0,1.0,0.0
COL_HOU_2021-04-21,2021-04-21,6,13,-8.0,6.0,1475.39226504839,1527.58073642579,7.133333333333334,8.733333333333333,7.0,1.0,0.36363636363636365,0.875,4.066666666666666,4.8,6.0,3.0
PHI_SF_2021-04-21,2021-04-21,19,27,-7.0,15.0,1496.52956666644,1509.48110607338,7.470588235294118,7.3,7.0,10.0,0.8888888888888888,4.0,3.764705882352941,4.6,6.0,5.0
SD_MIL_2021-04-21,2021-04-21,10,2,9.0,18.0,1512.77050252366,1513.76284569302,7.8125,6.823529411764706,2.0,4.0,1.2857142857142858,1.4285714285714286,4.0625,4.294117647058823,0.0,6.0
OAK_MIN_2021-04-21,2021-04-21,24,17,-3.0,5.0,1529.40367505329,1514.50662559342,7.277777777777778,8.866666666666667,13.0,12.0,1.5714285714285714,0.6666666666666666,4.944444444444445,5.066666666666666,1.0,0.0
LAA_TEX_2021-04-21,2021-04-21,5,11,-12.0,-7.0,1494.69706631482,1472.43533503057,8.857142857142858,7.277777777777778,4.0,7.0,0.75,1.0,4.571428571428571,4.0,6.0,2.0
COL_HOU_2021-04-21,2021-04-21,6,13,-5.0,3.0,1475.39226504839,1527.58073642579,7.375,8.5,6.0,3.0,0.45454545454545453,0.7777777777777778,4.1875,4.6875,6.0,2.0
MIA_BAL_2021-04-21,2021-04-21,7,18,-4.0,-3.0,1485.85364380329,1480.46831452263,8.2,7.411764705882353,5.0,7.0,0.6666666666666666,0.8888888888888888,4.4,4.176470588235294,3.0,0.0
DET_PIT_2021-04-21,2021-04-21,22,20,-25.0,-19.0,1446.26854315767,1468.72118311669,6.9411764705882355,7.647058823529412,5.0,2.0,0.7,0.7,3.5294117647058822,3.9411764705882355,2.0,3.0
CIN_ARI_2021-04-21,2021-04-21,21,4,21.0,-7.0,1505.77434625934,1496.0513384497,8.9375,7.647058823529412,5.0,8.0,1.2857142857142858,0.7,6.0,4.764705882352941,4.0,5.0
CHC_NYM_2021-04-22,2021-04-22,25,14,-9.0,-14.0,1503.18567537649,1500.68502382652,6.235294117647059,7.615384615384615,16.0,4.0,0.8888888888888888,1.1666666666666667,4.117647058823529,3.230769230769231,4.0,3.0
BOS_SEA_2021-04-22,2021-04-22,23,1,27.0,-7.0,1514.25830576798,1494.09322477516,9.68421052631579,6.588235294117647,3.0,0.0,1.7142857142857142,1.4285714285714286,5.421052631578948,4.117647058823529,3.0,7.0
CLE_NYY_2021-04-22,2021-04-22,15,30,2.0,-10.0,1510.61249860719,1527.52344658578,6.75,6.588235294117647,5.0,1.0,1.0,0.5454545454545454,3.875,3.4705882352941178,3.0,6.0
CIN_ARI_2021-04-22,2021-04-22,21,4,20.0,-6.0,1503.27605931364,1498.5496253954,8.764705882352942,7.722222222222222,4.0,5.0,1.125,0.8,5.882352941176471,4.777777777777778,11.0,14.0
DET_PIT_2021-04-22,2021-04-22,22,20,-26.0,-18.0,1448.40036928538,1466.58935698898,6.722222222222222,7.611111111111111,2.0,3.0,0.6363636363636364,0.8,3.4444444444444446,3.888888888888889,2.0,4.0
TB_TOR_2021-04-23,2021-04-23,8,9,-11.0,12.0,1537.57531410675,1501.40670510158,7.461538461538462,7.352941176470588,4.0,6.0,0.8571428571428571,0.8888888888888888,4.153846153846154,4.0588235294117645,3.0,5.0
ATL_ARI_2021-04-23,2021-04-23,26,4,-1.0,-3.0,1531.74042909178,1501.00774860447,7.333333333333333,8.052631578947368,4.0,14.0,0.8,0.9,4.777777777777778,5.2631578947368425,5.0,4.0
DET_KC_2021-04-23,2021-04-23,22,12,-28.0,7.0,1446.63135782325,1477.48023480223,6.842105263157895,8.25,2.0,2.0,0.5833333333333334,1.6666666666666667,3.3684210526315788,4.875,2.0,6.0
CLE_NYY_2021-04-23,2021-04-23,15,30,-1.0,-7.0,1508.37646564618,1529.75947954679,6.823529411764706,6.833333333333333,3.0,6.0,0.8888888888888888,0.6363636363636364,3.823529411764706,3.611111111111111,3.0,5.0
NYM_WSH_2021-04-23,2021-04-23,14,3,-15.0,-20.0,1499.4197562106,1512.04388643919,7.5,8.25,3.0,1.0,1.0,0.7777777777777778,3.2142857142857144,3.4375,6.0,0.0
BOS_SEA_2021-04-23,2021-04-23,23,1,23.0,-3.0,1511.32888948166,1497.02264106148,9.6,6.388888888888889,3.0,7.0,1.5,1.5714285714285714,5.3,4.277777777777778,6.0,5.0
CHC_MIL_2021-04-23,2021-04-23,25,2,-8.0,24.0,1504.45094299241,1515.84313238425,6.222222222222222,7.0,4.0,6.0,1.0,1.5714285714285714,4.111111111111111,4.388888888888889,15.0,2.0
LAD_SD_2021-04-23,2021-04-23,29,10,36.0,3.0,1587.45394513796,1512.74689993191,8.352941176470589,7.705882352941177,1.0,0.0,3.25,1.125,5.117647058823529,3.823529411764706,2.0,3.0
HOU_LAA_2021-04-23,2021-04-23,13,5,-1.0,-8.0,1527.94799280015,1489.45598571076,8.294117647058824,8.75,2.0,6.0,0.7,1.0,4.529411764705882,4.75,8.0,2.0
BAL_OAK_2021-04-23,2021-04-23,18,24,-6.0,-2.0,1478.42920175191,1530.60144749308,7.222222222222222,7.105263157894737,0.0,1.0,0.8,1.7142857142857142,3.9444444444444446,4.7368421052631575,1.0,3.0
STL_CIN_2021-04-24,2021-04-24,28,21,-2.0,17.0,1510.61524128785,1499.59077380826,7.388888888888889,9.0,0.0,11.0,0.8,1.0,4.722222222222222,6.166666666666667,2.0,0.0
CWS_TEX_2021-04-24,2021-04-24,16,11,11.0,-11.0,1512.1925728611,1473.65144016727,8.333333333333334,7.157894736842105,8.0,2.0,1.4,0.9,4.833333333333333,3.8947368421052633,2.0,1.0
BAL_OAK_2021-04-24,2021-04-24,18,24,-8.0,0.0,1476.81843872974,1532.21221051525,7.368421052631579,7.1,1.0,3.0,0.7272727272727273,1.8571428571428572,3.789473684210526,4.65,2.0,7.0
CLE_NYY_2021-04-24,2021-04-24,15,30,-3.0,-5.0,1506.58712394465,1531.54882124832,6.722222222222222,6.7894736842105265,3.0,5.0,0.8,0.7272727272727273,3.7777777777777777,3.6842105263157894,1.0,2.0
TB_TOR_2021-04-24,2021-04-24,8,9,-13.0,14.0,1535.30652423615,1503.67549497218,7.285714285714286,7.277777777777778,3.0,5.0,0.75,1.0,4.071428571428571,4.111111111111111,5.0,3.0
HOU_LAA_2021-04-24,2021-04-24,13,5,5.0,-14.0,1529.02906365822,1488.37491485269,8.555555555555555,8.666666666666666,8.0,2.0,0.8,0.8,4.722222222222222,4.444444444444445,16.0,2.0
NYM_WSH_2021-04-24,2021-04-24,14,3,-9.0,-26.0,1502.58937714325,1508.87426550654,7.733333333333333,7.882352941176471,6.0,0.0,1.1428571428571428,0.7,3.4,3.235294117647059,1.0,7.0
CHC_MIL_2021-04-24,2021-04-24,25,2,5.0,11.0,1509.55505435624,1510.73902102042,6.7894736842105265,7.0,15.0,2.0,1.1111111111111112,1.375,4.684210526315789,4.2631578947368425,3.0,4.0
MIN_PIT_2021-04-24,2021-04-24,17,20,4.0,-16.0,1514.60858543093,1467.05863617381,8.4375,7.684210526315789,0.0,4.0,0.6,0.9,4.75,3.8947368421052633,2.0,6.0
HOU_LAA_2021-04-24,2021-04-24,13,5,19.0,-28.0,1529.02906365822,1488.37491485269,9.052631578947368,8.3,16.0,2.0,0.9,0.6666666666666666,5.315789473684211,4.2,5.0,4.0
DET_KC_2021-04-24,2021-04-24,22,12,-32.0,11.0,1444.17032221873,1479.94127040675,6.75,8.222222222222221,2.0,6.0,0.5384615384615384,2.0,3.3,5.0,1.0,2.0
LAD_SD_2021-04-24,2021-04-24,29,10,35.0,4.0,1583.31933405037,1516.8815110195,8.222222222222221,7.666666666666667,2.0,3.0,2.6,1.25,4.944444444444445,3.7777777777777777,1.0,6.0
COL_PHI_2021-04-24,2021-04-24,6,19,-1.0,-6.0,1478.99174598467,1496.51921508243,7.352941176470588,7.722222222222222,6.0,6.0,0.5454545454545454,1.0,4.294117647058823,3.888888888888889,5.0,4.0
STL_CIN_2021-04-24,2021-04-24,28,21,0.0,15.0,1510.61524128785,1499.59077380826,7.368421052631579,8.68421052631579,2.0,0.0,0.9,0.9,4.578947368421052,5.842105263157895,5.0,4.0
MIN_PIT_2021-04-24,2021-04-24,17,20,0.0,-12.0,1514.60858543093,1467.05863617381,8.117647058823529,7.65,2.0,6.0,0.5454545454545454,1.0,4.588235294117647,4.0,2.0,0.0
