HT_AT_DATE,DATE,HT,AT,HT_RD,AT_RD,HT_ELO,AT_ELO,HT_HPG,AT_HPG,HT_PREV_SC,AT_PREV_SC,HT_WL_RATIO,AT_WL_RATIO,HT_AVG_SC,AT_AVG_SC,HT_SC,AT_SC
DET_SD_2022-07-25,2022-07-25,22,10,-124.0,35.0,1451.51268766022,1511.86069074387,7.4375,8.182926829268293,1.0,5.0,0.6551724137931034,1.1578947368421053,3.125,4.414634146341464,12.0,4.0
BAL_TB_2022-07-25,2022-07-25,18,8,-11.0,37.0,1485.6501226229,1542.97744736735,7.91578947368421,8.185185185185185,0.0,7.0,0.9791666666666666,1.3142857142857143,4.189473684210526,4.271604938271605,5.0,1.0
CIN_MIA_2022-07-25,2022-07-25,21,7,-103.0,-33.0,1468.33681966982,1481.81123848697,7.914893617021277,8.076923076923077,6.0,6.0,0.6206896551724138,0.7567567567567568,4.340425531914893,4.092307692307692,11.0,2.0
PHI_ATL_2022-07-25,2022-07-25,19,26,44.0,76.0,1518.30584593051,1557.54870507097,8.263157894736842,8.443298969072165,3.0,1.0,1.065217391304348,1.4871794871794872,4.610526315789474,4.762886597938144,6.0,4.0
BAL_TB_2022-07-26,2022-07-26,18,8,-7.0,33.0,1488.5344843551,1540.09308563515,7.916666666666667,8.182926829268293,5.0,1.0,1.0,1.2777777777777777,4.197916666666667,4.2317073170731705,5.0,3.0
BOS_CLE_2022-07-26,2022-07-26,23,15,-19.0,11.0,1511.90729041967,1502.82497536524,8.71875,8.553191489361701,3.0,1.0,1.0,1.0434782608695652,4.447916666666667,4.3936170212765955,3.0,8.0
DET_SD_2022-07-26,2022-07-26,22,10,-116.0,27.0,1455.87166601714,1507.50171238695,7.494845360824742,8.204819277108435,12.0,4.0,0.6724137931034483,1.1282051282051282,3.216494845360825,4.409638554216867,4.0,6.0
NYM_NYY_2022-07-26,2022-07-26,14,30,85.0,200.0,1535.20969681094,1585.12632395024,8.53191489361702,8.237113402061855,8.0,6.0,1.6111111111111112,2.129032258064516,4.648936170212766,5.360824742268041,6.0,3.0
TOR_STL_2022-07-26,2022-07-26,9,28,54.0,61.0,1541.70242089042,1526.25072257488,9.177083333333334,8.525773195876289,8.0,3.0,1.2325581395348837,1.108695652173913,4.875,4.587628865979381,10.0,3.0
PHI_ATL_2022-07-26,2022-07-26,19,26,46.0,74.0,1520.24272086505,1555.61183013643,8.302083333333334,8.438775510204081,6.0,4.0,1.0869565217391304,1.45,4.625,4.755102040816326,3.0,6.0
CIN_MIA_2022-07-26,2022-07-26,21,7,-94.0,-42.0,1472.39465049611,1477.75340766068,8.0,8.06060606060606,11.0,2.0,0.6379310344827587,0.7368421052631579,4.410526315789474,4.0606060606060606,1.0,2.0
LAD_WSH_2022-07-26,2022-07-26,29,3,160.0,-117.0,1600.58717342332,1435.81454355772,8.644444444444444,8.266666666666667,7.0,2.0,2.0,0.5957446808510638,5.1,3.92,1.0,4.0
SEA_TEX_2022-07-26,2022-07-26,1,11,28.0,9.0,1525.40951225639,1478.08365626855,7.864583333333333,8.195652173913043,5.0,1.0,1.1333333333333333,0.84,4.09375,4.5978260869565215,4.0,3.0
OAK_HOU_2022-07-26,2022-07-26,24,13,-119.0,108.0,1463.90412850975,1571.04038145961,6.979381443298969,8.0,3.0,8.0,0.5396825396825397,1.96875,3.381443298969072,4.484210526315789,7.0,5.0
ARI_SF_2022-07-26,2022-07-26,4,27,-42.0,28.0,1470.27132401209,1527.44295490494,7.382978723404255,7.9375,7.0,4.0,0.7735849056603774,1.1333333333333333,4.202127659574468,4.828125,7.0,0.0
MIL_COL_2022-07-26,2022-07-26,2,6,32.0,-68.0,1517.75758638451,1512.54383372194,7.947916666666667,9.02127659574468,10.0,9.0,1.2325581395348837,0.8076923076923077,4.604166666666667,4.648936170212766,0.0,2.0
CHC_PIT_2022-07-26,2022-07-26,25,20,-60.0,-141.0,1465.45577108711,1439.23284945476,8.351063829787234,7.229166666666667,4.0,5.0,0.6785714285714286,0.7142857142857143,4.372340425531915,3.6145833333333335,3.0,2.0
CHC_PIT_2022-07-26,2022-07-26,25,20,-59.0,-142.0,1465.45577108711,1439.23284945476,8.357894736842105,7.237113402061856,3.0,2.0,0.6964285714285714,0.7017543859649122,4.3578947368421055,3.597938144329897,4.0,2.0
OAK_HOU_2022-07-27,2022-07-27,24,13,-117.0,106.0,1466.29668905605,1568.64782091331,7.010204081632653,7.989583333333333,7.0,5.0,0.5555555555555556,1.9090909090909092,3.4183673469387754,4.489583333333333,4.0,2.0
ARI_SF_2022-07-27,2022-07-27,4,27,-35.0,21.0,1473.13793238439,1524.57634653264,7.421052631578948,7.861538461538461,7.0,0.0,0.7924528301886793,1.096774193548387,4.231578947368421,4.753846153846154,5.0,3.0
SEA_TEX_2022-07-27,2022-07-27,1,11,29.0,8.0,1526.47102207029,1477.02214645465,7.865979381443299,8.172043010752688,4.0,3.0,1.1555555555555554,0.8235294117647058,4.092783505154639,4.580645161290323,4.0,2.0
CIN_MIA_2022-07-27,2022-07-27,21,7,-95.0,-41.0,1470.92445280077,1479.22360535602,7.9375,8.104477611940299,1.0,2.0,0.6271186440677966,0.7631578947368421,4.375,4.029850746268656,5.0,3.0
NYM_NYY_2022-07-27,2022-07-27,14,30,88.0,197.0,1537.66659225043,1582.66942851075,8.547368421052632,8.244897959183673,6.0,3.0,1.6388888888888888,2.0625,4.663157894736842,5.336734693877551,3.0,2.0
TOR_STL_2022-07-27,2022-07-27,9,28,61.0,54.0,1544.77507059698,1523.17807286832,9.22680412371134,8.520408163265307,10.0,3.0,1.255813953488372,1.0851063829787233,4.927835051546392,4.571428571428571,1.0,6.0
BOS_CLE_2022-07-27,2022-07-27,23,15,-24.0,16.0,1508.68025126571,1506.0520145192,8.70103092783505,8.589473684210526,3.0,8.0,0.9795918367346939,1.065217391304348,4.43298969072165,4.431578947368421,6.0,7.0
COL_CWS_2022-07-27,2022-07-27,6,16,-66.0,-23.0,1473.59058392024,1515.3798244873,8.978947368421053,8.971428571428572,2.0,6.0,0.8269230769230769,0.8918918918918919,4.621052631578947,4.5285714285714285,6.0,5.0
BAL_TB_2022-07-27,2022-07-27,18,8,-5.0,31.0,1490.5056331295,1538.12193686075,7.88659793814433,8.228915662650602,5.0,3.0,1.0208333333333333,1.2432432432432432,4.206185567010309,4.216867469879518,4.0,6.0
LAD_WSH_2022-07-27,2022-07-27,29,3,157.0,-114.0,1595.22728408784,1441.1744328932,8.637362637362637,8.263157894736842,1.0,4.0,1.935483870967742,0.6170212765957447,5.054945054945055,3.9210526315789473,7.0,1.0
COL_CWS_2022-07-27,2022-07-27,6,16,-65.0,-24.0,1473.59058392024,1515.3798244873,9.0,9.0,6.0,5.0,0.8461538461538461,0.868421052631579,4.635416666666667,4.535211267605634,1.0,2.0
DET_SD_2022-07-27,2022-07-27,22,10,-118.0,29.0,1454.31163810879,1509.0617402953,7.530612244897959,8.178571428571429,4.0,6.0,0.6610169491525424,1.1538461538461537,3.2244897959183674,4.428571428571429,4.0,3.0
PHI_ATL_2022-07-27,2022-07-27,19,26,43.0,77.0,1518.09619611967,1557.75835488181,8.268041237113403,8.454545454545455,3.0,6.0,1.0638297872340425,1.475,4.608247422680412,4.767676767676767,7.0,2.0
LAD_WSH_2022-07-27,2022-07-27,29,3,163.0,-120.0,1595.22728408784,1441.1744328932,8.66304347826087,8.220779220779221,7.0,1.0,1.967741935483871,0.6041666666666666,5.076086956521739,3.883116883116883,3.0,8.0
SEA_TEX_2022-07-27,2022-07-27,1,11,31.0,6.0,1526.47102207029,1477.02214645465,7.846938775510204,8.148936170212766,4.0,2.0,1.1777777777777778,0.8076923076923077,4.091836734693878,4.553191489361702,5.0,4.0
ARI_SF_2022-07-27,2022-07-27,4,27,-33.0,19.0,1473.13793238439,1524.57634653264,7.427083333333333,7.848484848484849,5.0,3.0,0.8113207547169812,1.0625,4.239583333333333,4.7272727272727275,7.0,3.0
OAK_HOU_2022-07-27,2022-07-27,24,13,-115.0,104.0,1466.29668905605,1568.64782091331,7.02020202020202,7.958762886597938,4.0,2.0,0.5714285714285714,1.8529411764705883,3.4242424242424243,4.463917525773196,5.0,3.0
MIL_MIN_2022-07-27,2022-07-27,2,17,30.0,40.0,1519.04006692962,1511.26135317683,7.917525773195877,8.541666666666666,0.0,9.0,1.2045454545454546,1.1818181818181819,4.556701030927835,4.5625,7.0,6.0
MIL_MIN_2022-07-27,2022-07-27,2,17,31.0,39.0,1519.04006692962,1511.26135317683,7.948979591836735,8.525773195876289,7.0,6.0,1.2272727272727273,1.1555555555555554,4.581632653061225,4.577319587628866,10.0,4.0
BOS_CLE_2022-07-28,2022-07-28,23,15,-25.0,17.0,1507.18460077934,1507.54766500557,8.704081632653061,8.625,6.0,7.0,0.96,1.0869565217391304,4.448979591836735,4.458333333333333,4.0,2.0
TOR_DET_2022-07-28,2022-07-28,9,22,56.0,-117.0,1541.37068658312,1455.82758239618,9.183673469387756,7.545454545454546,1.0,4.0,1.2272727272727273,0.6779661016949152,4.887755102040816,3.2323232323232323,5.0,3.0
PIT_PHI_2022-07-28,2022-07-28,20,19,-144.0,48.0,1437.72304944717,1521.2270433345,7.204081632653061,8.285714285714286,2.0,7.0,0.6896551724137931,1.0851063829787233,3.5816326530612246,4.63265306122449,7.0,8.0
CIN_MIA_2022-07-28,2022-07-28,21,7,-93.0,-43.0,1472.64508837966,1477.50296977713,7.938144329896907,8.088235294117647,5.0,3.0,0.6440677966101694,0.7435897435897436,4.381443298969073,4.014705882352941,6.0,7.0
BAL_TB_2022-07-28,2022-07-28,18,8,-7.0,33.0,1488.8654382719,1539.76213171835,7.8979591836734695,8.261904761904763,4.0,6.0,1.0,1.2702702702702702,4.204081632653061,4.238095238095238,3.0,0.0
NYY_KC_2022-07-28,2022-07-28,30,12,196.0,-105.0,1581.16173827827,1453.23272988134,8.232323232323232,8.2987012987013,2.0,2.0,2.0,0.6041666666666666,5.303030303030303,3.883116883116883,1.0,0.0
NYY_KC_2022-07-29,2022-07-29,30,12,197.0,-106.0,1581.8149993558,1452.57946880381,8.17,8.243589743589743,1.0,0.0,2.0303030303030303,0.5918367346938775,5.26,3.8333333333333335,11.0,5.0
TB_CLE_2022-07-29,2022-07-29,8,15,30.0,15.0,1537.34992420845,1505.95913670867,8.211764705882352,8.587628865979381,0.0,2.0,1.236842105263158,1.0638297872340425,4.188235294117647,4.43298969072165,1.0,4.0
ATL_ARI_2022-07-29,2022-07-29,26,4,72.0,-29.0,1554.62750766698,1475.08959788061,8.42,7.402061855670103,2.0,7.0,1.4390243902439024,0.8301886792452831,4.74,4.268041237113402,5.0,2.0
BOS_MIL_2022-07-29,2022-07-29,23,2,-23.0,37.0,1508.77312907624,1521.98627800815,8.676767676767676,7.94949494949495,4.0,10.0,0.98,1.25,4.444444444444445,4.636363636363637,1.0,4.0
TOR_DET_2022-07-29,2022-07-29,9,22,58.0,-119.0,1542.46587005927,1454.73239892003,9.191919191919192,7.51,5.0,3.0,1.25,0.6666666666666666,4.888888888888889,3.23,2.0,4.0
WSH_STL_2022-07-29,2022-07-29,3,28,-115.0,59.0,1439.81201788852,1526.58245688218,8.294871794871796,8.565656565656566,8.0,6.0,0.625,1.1063829787234043,3.9358974358974357,4.585858585858586,2.0,6.0
LAA_TEX_2022-07-29,2022-07-29,5,11,-43.0,5.0,1477.19376808714,1477.67334358046,7.661971830985915,8.136842105263158,9.0,4.0,0.6511627906976745,0.7924528301886793,3.8450704225352115,4.5473684210526315,0.0,2.0
MIA_NYM_2022-07-29,2022-07-29,7,14,-42.0,89.0,1478.97565591905,1539.17428248291,8.115942028985508,8.552083333333334,7.0,3.0,0.7692307692307693,1.6666666666666667,4.057971014492754,4.645833333333333,4.0,6.0
CIN_BAL_2022-07-29,2022-07-29,21,18,-94.0,-4.0,1471.17240223774,1491.2776457818,7.969387755102041,7.878787878787879,6.0,3.0,0.6333333333333333,1.0204081632653061,4.3979591836734695,4.191919191919192,2.0,6.0
SF_CHC_2022-07-29,2022-07-29,27,25,15.0,-57.0,1523.96786774991,1465.62238438121,7.835820895522388,8.375,3.0,4.0,1.0303030303030303,0.7142857142857143,4.701492537313433,4.354166666666667,4.0,2.0
PIT_PHI_2022-07-29,2022-07-29,20,19,-145.0,49.0,1436.59777633875,1522.35231644292,7.202020202020202,8.353535353535353,7.0,8.0,0.6779661016949152,1.1063829787234043,3.6161616161616164,4.666666666666667,2.0,4.0
COL_LAD_2022-07-29,2022-07-29,6,29,-66.0,158.0,1471.63715500868,1599.99527490831,9.0,8.634408602150538,1.0,3.0,0.8301886792452831,1.90625,4.597938144329897,5.053763440860215,0.0,13.0
HOU_SEA_2022-07-29,2022-07-29,13,1,102.0,32.0,1567.71405179659,1526.42066834019,7.948979591836735,7.848484848484849,3.0,5.0,1.8,1.2,4.448979591836735,4.101010101010101,4.0,2.0
TB_CLE_2022-07-30,2022-07-30,8,15,27.0,18.0,1534.63328940744,1508.67577150968,8.186046511627907,8.581632653061224,1.0,4.0,1.205128205128205,1.0851063829787233,4.151162790697675,4.428571428571429,6.0,4.0
SD_MIN_2022-07-30,2022-07-30,10,17,28.0,33.0,1511.47283574307,1504.38810236313,8.141176470588235,8.510204081632653,3.0,4.0,1.125,1.1304347826086956,4.411764705882353,4.571428571428571,4.0,7.0
ATL_ARI_2022-07-30,2022-07-30,26,4,75.0,-32.0,1556.0358223228,1473.68128322478,8.415841584158416,7.387755102040816,5.0,2.0,1.4634146341463414,0.8148148148148148,4.742574257425742,4.244897959183674,6.0,2.0
WSH_STL_2022-07-30,2022-07-30,3,28,-119.0,63.0,1437.77369778551,1528.62077698519,8.291139240506329,8.54,2.0,6.0,0.6122448979591837,1.127659574468085,3.911392405063291,4.6,7.0,6.0
CWS_OAK_2022-07-30,2022-07-30,16,24,-23.0,-113.0,1510.7124861705,1471.87180095098,9.0,7.01,2.0,5.0,0.8947368421052632,0.5873015873015873,4.5,3.44,3.0,2.0
PIT_PHI_2022-07-30,2022-07-30,20,19,-147.0,51.0,1435.14124191804,1523.80885086363,7.2,8.38,2.0,4.0,0.6666666666666666,1.127659574468085,3.6,4.66,1.0,2.0
HOU_SEA_2022-07-30,2022-07-30,13,1,104.0,30.0,1571.17315686108,1522.9615632757,7.929292929292929,7.82,4.0,2.0,1.8285714285714285,1.173913043478261,4.444444444444445,4.08,4.0,5.0
MIA_NYM_2022-07-30,2022-07-30,7,14,-44.0,91.0,1477.33913250965,1540.81080589231,8.1,8.577319587628866,4.0,6.0,0.75,1.6944444444444444,4.057142857142857,4.65979381443299,0.0,4.0
CIN_BAL_2022-07-30,2022-07-30,21,18,-98.0,0.0,1468.53442496703,1493.91562305251,7.959595959595959,7.89,2.0,6.0,0.6229508196721312,1.0408163265306123,4.373737373737374,4.21,8.0,2.0
NYY_KC_2022-07-30,2022-07-30,30,12,203.0,-112.0,1583.36019516371,1451.0342729959,8.198019801980198,8.253164556962025,11.0,5.0,2.0606060606060606,0.58,5.316831683168317,3.848101265822785,8.0,2.0
BOS_MIL_2022-07-30,2022-07-30,23,2,-26.0,40.0,1506.54221728162,1524.21718980277,8.66,7.95,1.0,4.0,0.9607843137254902,1.2727272727272727,4.41,4.63,4.0,9.0
CWS_OAK_2022-07-30,2022-07-30,16,24,-22.0,-114.0,1510.7124861705,1471.87180095098,9.0,7.01980198019802,3.0,2.0,0.9210526315789473,0.578125,4.47945205479452,3.4257425742574257,3.0,7.0
COL_LAD_2022-07-30,2022-07-30,6,29,-79.0,171.0,1470.77695266034,1600.85547725665,8.979591836734693,8.691489361702128,0.0,13.0,0.8148148148148148,1.9375,4.551020408163265,5.138297872340425,4.0,5.0
LAA_TEX_2022-07-30,2022-07-30,5,11,-45.0,7.0,1473.97212918667,1480.89498248093,7.625,8.15625,0.0,2.0,0.6363636363636364,0.8113207547169812,3.7916666666666665,4.520833333333333,2.0,7.0
HOU_SEA_2022-07-30,2022-07-30,13,1,103.0,31.0,1571.17315686108,1522.9615632757,7.94,7.821782178217822,4.0,5.0,1.7777777777777777,1.1956521739130435,4.44,4.089108910891089,11.0,1.0
SF_CHC_2022-07-30,2022-07-30,27,25,17.0,-59.0,1521.52795714264,1468.06229498848,7.823529411764706,8.31958762886598,4.0,2.0,1.0606060606060606,0.7017543859649122,4.6911764705882355,4.329896907216495,2.0,4.0
TOR_DET_2022-07-30,2022-07-30,9,22,56.0,-117.0,1539.94509814973,1457.25317082957,9.14,7.524752475247524,2.0,4.0,1.2222222222222223,0.6833333333333333,4.86,3.237623762376238,5.0,3.0
SD_MIN_2022-07-30,2022-07-30,10,17,25.0,36.0,1511.47283574307,1504.38810236313,8.13953488372093,8.515151515151516,4.0,7.0,1.0975609756097562,1.1521739130434783,4.406976744186046,4.595959595959596,10.0,1.0
TOR_DET_2022-07-31,2022-07-31,9,22,58.0,-119.0,1541.05729513613,1456.14097384317,9.089108910891088,7.549019607843137,5.0,3.0,1.2444444444444445,0.6721311475409836,4.861386138613861,3.235294117647059,4.0,1.0
LAA_TEX_2022-07-31,2022-07-31,5,11,-50.0,12.0,1475.70217484414,1479.16493682346,7.575342465753424,8.175257731958762,2.0,7.0,0.6222222222222222,0.8301886792452831,3.767123287671233,4.546391752577319,2.0,5.0
SF_CHC_2022-07-31,2022-07-31,27,25,15.0,-57.0,1522.56779301822,1467.0224591129,7.898550724637682,8.295918367346939,2.0,4.0,1.0294117647058822,0.7192982456140351,4.6521739130434785,4.326530612244898,4.0,0.0
SD_MIN_2022-07-31,2022-07-31,10,17,34.0,27.0,1508.89653832632,1506.96439977988,8.149425287356323,8.48,10.0,1.0,1.1219512195121952,1.127659574468085,4.471264367816092,4.56,3.0,2.0
COL_LAD_2022-07-31,2022-07-31,6,29,-80.0,172.0,1473.03345645578,1598.59897346121,8.95959595959596,8.705263157894738,4.0,5.0,0.8,1.96875,4.545454545454546,5.136842105263158,3.0,7.0
CWS_OAK_2022-07-31,2022-07-31,16,24,-26.0,-110.0,1511.76907719752,1470.81520992396,8.95945945945946,7.03921568627451,3.0,7.0,0.8974358974358975,0.59375,4.45945945945946,3.4607843137254903,4.0,1.0
HOU_SEA_2022-07-31,2022-07-31,13,1,113.0,21.0,1569.41461485881,1524.72010527797,8.009900990099009,7.803921568627451,11.0,1.0,1.8055555555555556,1.1702127659574468,4.5049504950495045,4.0588235294117645,3.0,2.0
CIN_BAL_2022-07-31,2022-07-31,21,18,-92.0,-6.0,1471.83955613842,1490.61049188112,8.01,7.871287128712871,8.0,2.0,0.639344262295082,1.02,4.41,4.188118811881188,3.0,2.0
TB_CLE_2022-07-31,2022-07-31,8,15,29.0,16.0,1536.16172506779,1507.14733584933,8.206896551724139,8.606060606060606,6.0,4.0,1.2307692307692308,1.0625,4.172413793103448,4.424242424242424,3.0,5.0
LAA_TEX_2022-07-31,2022-07-31,5,11,-53.0,15.0,1475.70217484414,1479.16493682346,7.581081081081081,8.142857142857142,2.0,5.0,0.6086956521739131,0.8490566037735849,3.7432432432432434,4.551020408163265,9.0,7.0
BOS_MIL_2022-07-31,2022-07-31,23,2,-31.0,45.0,1503.59343745626,1527.16596962813,8.673267326732674,8.009900990099009,4.0,9.0,0.9423076923076923,1.2954545454545454,4.405940594059406,4.673267326732673,7.0,2.0
NYY_KC_2022-07-31,2022-07-31,30,12,209.0,-118.0,1584.87566779039,1449.51880036922,8.196078431372548,8.2375,8.0,2.0,2.090909090909091,0.5686274509803921,5.3431372549019605,3.825,6.0,8.0
PIT_PHI_2022-07-31,2022-07-31,20,19,-148.0,52.0,1434.04219064152,1524.90790214015,7.1683168316831685,8.356435643564357,1.0,2.0,0.6557377049180327,1.148936170212766,3.5742574257425743,4.633663366336633,2.0,8.0
WSH_STL_2022-07-31,2022-07-31,3,28,-118.0,62.0,1439.53353424081,1526.86094052989,8.2875,8.554455445544555,7.0,6.0,0.6326530612244898,1.1041666666666667,3.95,4.6138613861386135,0.0,5.0
MIA_NYM_2022-07-31,2022-07-31,7,14,-48.0,95.0,1475.06479016077,1543.08514824119,8.04225352112676,8.581632653061224,0.0,4.0,0.7317073170731707,1.7222222222222223,4.0,4.653061224489796,3.0,9.0
SF_CHC_2022-07-31,2022-07-31,27,25,19.0,-61.0,1522.56779301822,1467.0224591129,7.914285714285715,8.252525252525253,4.0,0.0,1.0588235294117647,0.7068965517241379,4.642857142857143,4.282828282828283,5.0,4.0
COL_LAD_2022-07-31,2022-07-31,6,29,-84.0,176.0,1473.03345645578,1598.59897346121,8.95,8.739583333333334,3.0,7.0,0.7857142857142857,2.0,4.53,5.15625,5.0,3.0
ATL_ARI_2022-07-31,2022-07-31,26,4,79.0,-36.0,1557.65651452728,1472.0605910203,8.441176470588236,7.353535353535354,6.0,2.0,1.4878048780487805,0.8,4.754901960784314,4.222222222222222,1.0,0.0
MIN_DET_2022-08-01,2022-08-01,17,22,26.0,-122.0,1505.61710685107,1454.79202151067,8.435643564356436,7.504854368932039,2.0,1.0,1.1041666666666667,0.6612903225806451,4.534653465346534,3.2135922330097086,5.0,3.0
NYY_SEA_2022-08-01,2022-08-01,30,1,207.0,20.0,1582.00474194957,1523.66962302269,8.184466019417476,7.766990291262136,6.0,2.0,2.0294117647058822,1.1458333333333333,5.349514563106796,4.038834951456311,7.0,2.0
MIA_CIN_2022-08-01,2022-08-01,7,21,-54.0,-91.0,1472.25937773024,1473.19114003529,8.069444444444445,8.0,3.0,3.0,0.7142857142857143,0.6557377049180327,3.986111111111111,4.396039603960396,1.0,3.0
CLE_ARI_2022-08-01,2022-08-01,15,4,18.0,-37.0,1509.36764612525,1471.21860751367,8.61,7.32,5.0,0.0,1.0833333333333333,0.7857142857142857,4.43,4.18,6.0,5.0
WSH_NYM_2022-08-01,2022-08-01,3,14,-123.0,101.0,1437.22949696715,1545.89056067172,8.246913580246913,8.686868686868687,0.0,9.0,0.62,1.75,3.9012345679012346,4.696969696969697,3.0,7.0
PIT_MIL_2022-08-02,2022-08-02,20,2,-154.0,40.0,1431.5142628731,1524.28741763205,7.186274509803922,8.03921568627451,2.0,2.0,0.6451612903225806,1.2666666666666666,3.5588235294117645,4.647058823529412,5.0,3.0
STL_CHC_2022-08-02,2022-08-02,28,25,67.0,-62.0,1529.16497780355,1465.12764828595,8.53921568627451,8.27,5.0,4.0,1.125,0.6949152542372882,4.617647058823529,4.28,6.0,0.0
MIN_DET_2022-08-02,2022-08-02,17,22,28.0,-124.0,1506.88115356639,1453.52797479535,8.470588235294118,7.480769230769231,5.0,3.0,1.125,0.6507936507936508,4.53921568627451,3.2115384615384617,3.0,5.0
ATL_PHI_2022-08-02,2022-08-02,26,19,80.0,58.0,1558.49849803391,1527.43582990857,8.407766990291263,8.450980392156863,1.0,8.0,1.5121951219512195,1.1702127659574468,4.718446601941747,4.666666666666667,13.0,1.0
TB_TOR_2022-08-02,2022-08-02,8,9,27.0,61.0,1533.94141479187,1542.40624746863,8.204545454545455,9.058823529411764,3.0,4.0,1.2,1.2666666666666666,4.159090909090909,4.852941176470588,1.0,3.0
NYY_SEA_2022-08-02,2022-08-02,30,1,212.0,15.0,1584.06384963009,1521.61051534217,8.201923076923077,7.759615384615385,7.0,2.0,2.0588235294117645,1.1224489795918366,5.365384615384615,4.019230769230769,6.0,8.0
WSH_NYM_2022-08-02,2022-08-02,3,14,-127.0,105.0,1435.39337961329,1547.72667802558,8.21951219512195,8.73,3.0,7.0,0.6078431372549019,1.7777777777777777,3.8902439024390243,4.72,5.0,1.0
SD_COL_2022-08-02,2022-08-02,10,6,35.0,-82.0,1515.07738258947,1466.64396497789,8.136363636363637,8.96039603960396,3.0,5.0,1.146341463414634,0.8035714285714286,4.454545454545454,4.534653465346534,13.0,5.0
SF_LAD_2022-08-02,2022-08-02,27,29,20.0,174.0,1521.75115802275,1602.86635942718,7.901408450704225,8.721649484536082,5.0,3.0,1.088235294117647,1.9393939393939394,4.647887323943662,5.134020618556701,2.0,8.0
SD_COL_2022-08-02,2022-08-02,10,6,43.0,-90.0,1515.07738258947,1466.64396497789,8.258426966292134,8.990196078431373,13.0,5.0,1.170731707317073,0.7894736842105263,4.550561797752809,4.53921568627451,4.0,1.0
MIA_CIN_2022-08-02,2022-08-02,7,21,-56.0,-89.0,1470.22066601989,1475.22985174564,8.027397260273972,8.0,1.0,3.0,0.6976744186046512,0.6721311475409836,3.9452054794520546,4.382352941176471,1.0,2.0
HOU_BOS_2022-08-02,2022-08-02,13,23,114.0,-26.0,1568.62493487207,1508.31215169436,7.990196078431373,8.696078431372548,3.0,7.0,1.8333333333333333,0.9615384615384616,4.490196078431373,4.431372549019608,2.0,3.0
TEX_BAL_2022-08-02,2022-08-02,11,18,13.0,-7.0,1478.56096999411,1492.27461470742,8.141414141414142,7.852941176470588,7.0,2.0,0.8333333333333334,1.0,4.575757575757576,4.166666666666667,2.0,7.0
CLE_ARI_2022-08-02,2022-08-02,15,4,19.0,-38.0,1510.4275845785,1470.15866906042,8.623762376237623,7.336633663366337,6.0,5.0,1.1041666666666667,0.7719298245614035,4.445544554455446,4.188118811881188,3.0,6.0
PIT_MIL_2022-08-03,2022-08-03,20,2,-152.0,38.0,1433.8519597066,1521.94972079855,7.155339805825243,8.048543689320388,5.0,3.0,0.6612903225806451,1.2391304347826086,3.5728155339805827,4.631067961165049,8.0,7.0
MIA_CIN_2022-08-03,2022-08-03,7,21,-57.0,-88.0,1468.67887310298,1476.77164466255,7.986486486486487,7.951456310679611,1.0,2.0,0.6818181818181818,0.6885245901639344,3.9054054054054053,4.359223300970874,3.0,0.0
WSH_NYM_2022-08-03,2022-08-03,3,14,-123.0,101.0,1438.87071855021,1544.24933908866,8.216867469879517,8.702970297029703,5.0,1.0,0.6274509803921569,1.7297297297297298,3.9036144578313254,4.683168316831683,5.0,9.0
HOU_BOS_2022-08-03,2022-08-03,13,23,113.0,-25.0,1566.80395054757,1510.13313601886,7.961165048543689,8.669902912621358,2.0,3.0,1.7837837837837838,0.9807692307692307,4.466019417475728,4.41747572815534,6.0,1.0
TEX_BAL_2022-08-03,2022-08-03,11,18,8.0,-2.0,1475.25467531214,1495.58090938939,8.13,7.893203883495145,2.0,7.0,0.8181818181818182,1.0196078431372548,4.55,4.194174757281553,3.0,6.0
MIN_DET_2022-08-03,2022-08-03,17,22,26.0,-122.0,1504.67001183783,1455.73911652391,8.45631067961165,7.476190476190476,3.0,5.0,1.1020408163265305,0.6666666666666666,4.524271844660194,3.2285714285714286,4.0,1.0
NYY_SEA_2022-08-03,2022-08-03,30,1,210.0,17.0,1581.72526369115,1523.94910128111,8.219047619047618,7.761904761904762,6.0,8.0,2.0,1.1428571428571428,5.371428571428571,4.057142857142857,3.0,7.0
ATL_PHI_2022-08-03,2022-08-03,26,19,92.0,46.0,1562.55960057082,1523.37472737166,8.461538461538462,8.407766990291263,13.0,1.0,1.5365853658536586,1.1458333333333333,4.798076923076923,4.631067961165049,1.0,3.0
TB_TOR_2022-08-03,2022-08-03,8,9,25.0,63.0,1531.97344231574,1544.37421994476,8.134831460674157,9.048543689320388,1.0,3.0,1.170731707317073,1.288888888888889,4.123595505617978,4.834951456310679,3.0,2.0
SD_COL_2022-08-03,2022-08-03,10,6,46.0,-93.0,1516.17787175175,1465.54347581561,8.233333333333333,8.970873786407767,4.0,1.0,1.1951219512195121,0.7758620689655172,4.544444444444444,4.504854368932039,3.0,2.0
SF_LAD_2022-08-03,2022-08-03,27,29,14.0,180.0,1519.64678334602,1604.97073410391,7.861111111111111,8.744897959183673,2.0,8.0,1.0571428571428572,1.9696969696969697,4.611111111111111,5.163265306122449,5.0,9.0
